iter	Logloss
276	0.07261596579
277	0.07230092001
278	0.07204582533
279	0.07176090636
280	0.07153777887
281	0.07134504291
282	0.07108960788
283	0.07090562003
284	0.0707710389
285	0.07062975802
286	0.07039308607
287	0.06996484415
288	0.06962491539
289	0.06941343526
290	0.06915268077
291	0.06895442365
292	0.06866723572
293	0.06837373251
294	0.06801775712
295	0.06776735163
296	0.06761792769
297	0.06725143943
298	0.0670832398
299	0.06698759032
300	0.06661541705
301	0.06640679833
302	0.06624546862
303	0.06584599214
304	0.06570048846
305	0.06547478948
306	0.06524999808
307	0.06511076557
308	0.06502353017
309	0.06472125993
310	0.06453899902
311	0.0643284958
312	0.06418789561
313	0.06405112744
314	0.06382936133
315	0.06363184794
316	0.0634107121
317	0.06309567892
318	0.06294063299
319	0.06262803265
320	0.06231820549
321	0.06215106471
322	0.06197205598
323	0.06164420316
324	0.06140497862
325	0.06123408775
326	0.06103728656
327	0.06085413067
328	0.06068272297
329	0.06050443275
330	0.06026472291
331	0.06002850475
332	0.05985608233
333	0.05967560508
334	0.05953297542
335	0.05935580078
336	0.05904281597
337	0.05886925276
338	0.05874803331
339	0.05860189306
340	0.05842517851
341	0.05824928331
342	0.05798157066
343	0.05770988732
344	0.05748238577
345	0.05731262938
346	0.05723944896
347	0.05703208447
348	0.05684551253
349	0.05667052492
350	0.05658834427
351	0.05645363078
352	0.05628338908
353	0.05606705588
354	0.05592050596
355	0.05573385838
356	0.05558290289
357	0.05547466696
358	0.05529820451
359	0.0551883614
360	0.05506518812
361	0.05490813163
362	0.05475691772
363	0.05467304165
364	0.05452281727
365	0.05419659683
366	0.05391048036
367	0.05369539509
368	0.05342886734
369	0.0531465829
370	0.05295805712
371	0.05270785962
372	0.05249992159
373	0.05235701777
374	0.05225684927
375	0.05216408958
376	0.05201837791
377	0.0518945397
378	0.05169956313
379	0.0514774094
380	0.05135514686
381	0.05127053968
382	0.05110230854
383	0.05102679612
384	0.05081627084
385	0.05060840214
386	0.05048929724
387	0.05038506036
388	0.05022053835
389	0.0499006332
390	0.04978087282
391	0.04952367304
392	0.04944017513
393	0.04934714127
394	0.04908192763
395	0.04892150866
396	0.04872204144
397	0.04859930304
398	0.04839141858
399	0.04828741806
400	0.04810758368
401	0.04801175142
402	0.04777468241
403	0.04763530808
404	0.0475590488
405	0.04748512467
406	0.04728203025
407	0.04710468228
408	0.04692866732
409	0.04681065594
410	0.04667238143
411	0.04659068924
412	0.04644228003
413	0.04620609654
414	0.04602785044
415	0.04583183077
416	0.0457354817
417	0.04553431275
418	0.04546632574
419	0.04531755097
420	0.04520395776
421	0.04501854551
422	0.04490459305
423	0.04475865764
424	0.04463561987
425	0.04448519695
426	0.0443044991
427	0.04408233907
428	0.04399291034
429	0.04382934003
430	0.04371595166
431	0.04352547206
432	0.04339070184
433	0.04321858825
434	0.0431070182
435	0.04291014768
436	0.04274079151
437	0.04263689182
438	0.04251031824
439	0.04238493272
440	0.04229232744
441	0.04215141842
442	0.04207221263
443	0.04191095225
444	0.04179198286
445	0.04159570479
446	0.04146937702
447	0.04130248834
448	0.04114268073
449	0.04107121149
450	0.04100636006
451	0.04090393205
452	0.04072706939
453	0.04059403241
454	0.04046794729
455	0.04038575404
456	0.04031175427
457	0.04017657438
458	0.04005796109
459	0.03991029874
460	0.03985059975
461	0.0396867017
462	0.03955634652
463	0.03940624188
464	0.03936246977
465	0.03932290154
466	0.03925730324
467	0.03912110862
468	0.03897782664
469	0.03886986803
470	0.03871610469
471	0.03857071131
472	0.03848740248
473	0.0383398977
474	0.03821001206
475	0.03802423741
476	0.03789983826
477	0.03778807913
478	0.03771078621
479	0.03753566624
480	0.03740017122
481	0.03731835927
482	0.03727330141
483	0.0371087794
484	0.03696281247
485	0.03683566535
486	0.03673640759
487	0.03657561991
488	0.03647475812
489	0.03634104045
490	0.03606754194
491	0.03595014822
492	0.03590653997
493	0.03572466983
494	0.03560993584
495	0.03546081127
496	0.03535832023
497	0.03522915941
498	0.03513058864
499	0.03505916981
500	0.03492716018
501	0.03482705155
502	0.03472968144
503	0.03466291715
504	0.03460387364
505	0.03448328761
506	0.03437401174
507	0.0343012599
508	0.03425322087
509	0.0341033778
510	0.03395925756
511	0.03389909217
512	0.03381908595
513	0.03373141882
514	0.03352566782
515	0.03347226836
516	0.03337352427
517	0.03326939768
518	0.0331424617
519	0.03307215845
520	0.03299831625
521	0.03293442598
522	0.03283209881
523	0.03274615547
524	0.03263593734
525	0.0325687035
526	0.03250260414
527	0.0324010459
528	0.03227375067
529	0.03218956892
530	0.03207223192
531	0.03200736788
532	0.03194130004
533	0.03183940145
534	0.03175089922
535	0.0316677322
536	0.03157345355
537	0.03147825157
538	0.03134944054
539	0.0312481092
540	0.03113534794
541	0.03106240072
542	0.03101567895
543	0.03094269391
544	0.03087441067
545	0.03080810333
546	0.03075240024
547	0.03068487017
548	0.03057439994
549	0.03046519025
550	0.03039648788
551	0.03032836536
552	0.03027691343
553	0.03016031699
554	0.03004833727
555	0.02993472516
556	0.02986766149
557	0.02970703453
558	0.02960779883
559	0.02945659437
560	0.02939395519
561	0.02935167365
562	0.02926670092
563	0.02920996419
564	0.02909987212
565	0.02904401777
566	0.02899728339
567	0.02891253755
568	0.02883053338
569	0.02877004971
570	0.02873290486
571	0.02865483041
572	0.02858786758
573	0.02851722084
574	0.0284177866
575	0.02836507729
576	0.02831178497
577	0.02827866439
578	0.02817157555
579	0.02813250838
580	0.02806416212
581	0.02799774447
582	0.02796048303
583	0.02783408277
584	0.02776320283
585	0.02767840972
586	0.02761065591
587	0.02757619915
588	0.02749416347
589	0.02743851395
590	0.02731052542
591	0.02721543058
592	0.02712586634
593	0.02700987496
594	0.02691371812
595	0.02687808277
596	0.02680482041
597	0.02672126893
598	0.02662989582
599	0.02652114307
600	0.02637896248
601	0.02631804708
602	0.02628436083
603	0.02622475008
604	0.0261815972
605	0.0260638001
606	0.02599299737
607	0.02591344809
608	0.02585906541
609	0.02583096491
610	0.02579277697
611	0.02567929091
612	0.02557604355
613	0.02550360527
614	0.02540337532
615	0.02538211323
616	0.02533307365
617	0.02529132942
618	0.02519391677
619	0.0251023341
620	0.02504781591
621	0.02497548951
622	0.02494903716
623	0.02491736619
624	0.02479992204
625	0.02469296871
626	0.02462635095
627	0.02456215028
628	0.02453485967
629	0.02448791888
630	0.02442827977
631	0.02435361664
632	0.02425624811
633	0.02422429667
634	0.0241342298
635	0.02406183091
636	0.02401408495
637	0.02397216425
638	0.02394019548
639	0.02388856392
640	0.0238055592
641	0.02375246857
642	0.02368459973
643	0.02363296187
644	0.02357925516
645	0.0235374353
646	0.02348454951
647	0.02340375545
648	0.02334581176
649	0.02326070667
650	0.02320609079
651	0.02312657302
652	0.02306459246
653	0.0230285821
654	0.02295213847
655	0.02287939923
656	0.02282715159
657	0.0227606394
658	0.02265283678
659	0.02256554466
660	0.02245817693
661	0.02239647684
662	0.02232015453
663	0.02228310737
664	0.02221447591
665	0.02215776282
666	0.02209056994
667	0.02202792761
668	0.02198785831
669	0.0219119961
670	0.02183978314
671	0.02175509403
672	0.02168279598
673	0.02163054204
674	0.02152233289
675	0.02144415917
676	0.02139022241
677	0.02128930074
678	0.021263819
679	0.02116467469
680	0.02112769056
681	0.02106495684
682	0.02101916786
683	0.02095879606
684	0.02091160632
685	0.02085456706
686	0.02078894986
687	0.02073447107
688	0.02069950222
689	0.02065226363
690	0.0205836369
691	0.02055075424
692	0.02047825293
693	0.02042679312
694	0.0203713705
695	0.02034151943
696	0.0202725492
697	0.02020735112
698	0.02013522955
699	0.0200535216
700	0.0200067636
701	0.01996126297
702	0.01990576472
703	0.01983951252
704	0.01980057141
705	0.01976622023
706	0.0196745635
707	0.01958831762
708	0.01954884393
709	0.01951715721
710	0.01946732034
711	0.01942512704
712	0.01934445746
713	0.01932121948
714	0.01927309852
715	0.01923953832
716	0.01918425593
717	0.01913911456
718	0.01909271581
719	0.01904530704
720	0.01892501094
721	0.01889230948
722	0.01881926929
723	0.01877540264
724	0.01873772994
725	0.01870894245
726	0.0186666688
727	0.01862761266
728	0.01856899143
729	0.01854530281
730	0.0185040171
731	0.01845307569
732	0.01840445366
733	0.01835626337
734	0.01832301988
735	0.01823331068
736	0.01820126155
737	0.01816696709
738	0.01808123015
739	0.01803074568
740	0.01796500873
741	0.01793555315
742	0.01789267444
743	0.01787739044
744	0.01785963107
745	0.01782936402
746	0.01776892919
747	0.01769815797
748	0.01761139055
749	0.01757976055
750	0.01756643353
751	0.01753682669
752	0.01746000647
753	0.01740885391
754	0.0173846012
755	0.01735497703
756	0.01732564278
757	0.01730924635
758	0.01728197466
759	0.01721803712
760	0.01717903928
761	0.01714482203
762	0.01707426352
763	0.01704400278
764	0.01703171886
765	0.01700663734
766	0.01695594646
767	0.01692100125
768	0.01687342389
769	0.01682311274
770	0.01676476883
771	0.01672651314
772	0.0167003318
773	0.01667822515
774	0.01665363997
775	0.01661563954
776	0.01653690645
777	0.01649952526
778	0.01644337153
779	0.0163918093
780	0.01632801042
781	0.01627510572
782	0.01623562573
783	0.01615131162
784	0.01609539739
785	0.01606635307
786	0.01601716853
787	0.01599219888
788	0.01592341458
789	0.01588213675
790	0.01587126463
791	0.01580498407
792	0.01578684968
793	0.01576706241
794	0.01573133882
795	0.0156961289
796	0.01566442957
797	0.01562204719
798	0.01559775982
799	0.01557632755
800	0.01554964358
801	0.01551506707
802	0.01546061979
803	0.01540618039
804	0.01536281953
805	0.0153290797
806	0.01530442835
807	0.0152723997
808	0.01524939177
809	0.01521337195
810	0.01519011821
811	0.01515427171
812	0.01513703861
813	0.015104386
814	0.01508468067
815	0.01504742238
816	0.01499843794
817	0.01496416082
818	0.01489095361
819	0.01485233394
820	0.01482835696
821	0.0147794198
822	0.01475641975
823	0.01470459281
824	0.01466009116
825	0.01461265718
826	0.01458901425
827	0.01456834619
828	0.01455469931
829	0.01449567313
830	0.01445546361
831	0.01442662412
832	0.01441556292
833	0.01440411567
834	0.01437988029
835	0.01435796272
836	0.01432776973
837	0.01430116612
838	0.01426995209
839	0.01424161209
840	0.01418664957
841	0.01417064076
842	0.01412379924
843	0.01409244813
844	0.01407201799
845	0.0140610466
846	0.01400227253
847	0.0139796207
848	0.01395997997
849	0.01391842798
850	0.01388466924
851	0.01384674759
852	0.01381644431
853	0.01378447081
854	0.0137528739
855	0.01373441335
856	0.01370372875
857	0.01367778376
858	0.01365979906
859	0.01363089182
860	0.01359007881
861	0.01356447418
862	0.01351192558
863	0.01349139302
864	0.01346320586
865	0.01342063125
866	0.01339413636
867	0.01338632892
868	0.01334727436
869	0.0133141002
870	0.01328302168
871	0.01325553885
872	0.01322897462
873	0.01319532777
874	0.01315588323
875	0.01309405393
876	0.01306830512
877	0.01305007935
878	0.0130220143
879	0.01298512944
880	0.01294171421
881	0.01292004245
882	0.01289408722
883	0.01287553213
884	0.01285648937
885	0.01283046324
886	0.0128021256
887	0.01278186091
888	0.0127564422
889	0.01274900267
890	0.01272670142
891	0.01269976219
892	0.01268725531
893	0.01265716238
894	0.01264485797
895	0.01261947707
896	0.01257795265
897	0.01254287509
898	0.01248642749
899	0.01246849322
900	0.01244280034
901	0.01242226069
902	0.01237241358
903	0.01232211583
904	0.01230949471
905	0.01226953966
906	0.01224367188
907	0.01223574547
908	0.01219772377
909	0.01217936091
910	0.01216509164
911	0.01212269824
912	0.01208614111
913	0.01206704478
914	0.01204076812
915	0.01200535809
916	0.01198134802
917	0.01197261251
918	0.01195838815
919	0.01192723006
920	0.01189172549
921	0.01186643441
922	0.01183687956
923	0.01180649592
924	0.01177914543
925	0.01173568215
926	0.01170171858
927	0.01167400018
928	0.01165024302
929	0.01163221026
930	0.01160483063
931	0.01158994055
932	0.01157146109
933	0.01155047237
934	0.01152474562
935	0.01150851937
936	0.01148719425
937	0.01146546813
938	0.01144243104
939	0.01143109803
940	0.0114019765
941	0.01137041031
942	0.01135698088
943	0.01135043869
944	0.01132055611
945	0.01129678555
946	0.01126414555
947	0.01124584493
948	0.011229766
949	0.01121006067
950	0.01118988264
951	0.01116527067
952	0.01112071072
953	0.01110695434
954	0.01107479176
955	0.01105229907
956	0.0110379975
957	0.0110266637
958	0.01100749174
959	0.01099433647
960	0.01097212661
961	0.010948813
962	0.01092550568
963	0.01091302086
964	0.01088736423
965	0.01087499443
966	0.01085239144
967	0.0108362684
968	0.0108210167
969	0.01081366462
970	0.01079234423
971	0.01078225837
972	0.01076949307
973	0.010726003
974	0.01070866669
975	0.01068614407
976	0.01065980832
977	0.01063566669
978	0.0106201227
979	0.01059095153
980	0.01056943891
981	0.01055605044
982	0.01054570302
983	0.01052038515
984	0.01048811621
985	0.01044350506
986	0.01043399116
987	0.01041848972
988	0.01040247067
989	0.01037912081
990	0.01035751444
991	0.01034881516
992	0.01032943678
993	0.01030905628
994	0.01029404645
995	0.01025758308
996	0.01023536849
997	0.01022041538
998	0.01019509279
999	0.01019110004
